State,Forest Name,Area (City),Region (Zone),Fire Occurrence,Month,Day,Oxygen,Temperature,Humidity,FFMC,DMC,DC,ISI,RH,Wind
Arunachal Pradesh,Jamwa Ramgarh Wildlife Sanctuary,Lakhimpur Kheri,Eastern,0,5,38,75,20,33,75,467,9,79,944,21
Punjab,Papikonda National Park,Jalpaiguri,Central,0,5,9,89,23,59,78,197,1441,81,390,17
Bihar,Askot Wildlife Sanctuary,Kodagu,Western,0,5,58,46,24,12,83,204,769,49,437,16
West Bengal,Mouling National Park,South Andaman,Central,0,8,6,49,30,29,69,394,601,60,221,12
Karnataka,Sariska National Park,Gurugram,Eastern,1,12,58,86,49,79,98,414,1279,53,289,15
West Bengal,Samaspur Bird Sanctuary,Lahaul and Spiti,Western,1,2,45,94,39,40,72,233,1905,176,202,6
Nagaland,Nanda Devi National Park,Darjeeling,Central,1,11,41,84,42,76,88,83,1972,143,719,4
Maharashtra,Vaduvoor Bird Sanctuary,Ernakulam,Northern,1,12,22,92,47,32,96,75,1552,152,553,13
Kerala,Phawngpui Blue Mountain National Park,Chikkamagaluru,Northern,1,2,52,98,46,41,95,250,298,172,276,17
Tripura,Indravati National Park,Jaipur,Northern,1,3,47,97,41,87,69,408,817,177,825,7
Gujarat,Vikramshila Gangetic Dolphin Sanctuary,South Garo Hills,Western,0,5,52,54,34,43,95,464,1454,62,41,22
Madhya Pradesh,Nameri National Park,Somwarpet,Central,1,6,5,82,50,31,67,178,68,84,487,12
Odisha,Kalesar National Park,Jamnagar,Southern,0,8,40,30,33,49,74,342,917,210,869,19
Rajasthan,Phawngpui National Park,Sanguem,Eastern,1,12,28,97,50,47,65,348,347,132,367,13
Manipur,Kanwar Lake Bird Sanctuary,Jaipur,Northern,0,6,62,27,20,63,74,294,1128,31,842,17
Goa,Kalesar National Park,Thiruvananthapuram,Southern,0,3,57,57,27,84,85,59,1464,47,386,24
Nagaland,Binsar Wildlife Sanctuary,Lahaul and Spiti,Western,1,8,6,97,47,19,69,191,785,98,105,9
Odisha,Shirui National Park,Tuticorin,Northern,1,7,62,89,46,91,92,292,1367,88,797,12
Uttar Pradesh,Nameri National Park,Umaria,Western,0,2,52,90,37,34,85,381,937,109,622,14
Tamil Nadu,Chandoli National Park,Hazaribagh,Southern,0,11,1,93,37,55,87,361,1446,8,226,6
Karnataka,Balphakram National Park,Chennai,Northern,0,11,70,68,23,91,96,134,1460,80,905,16
Rajasthan,Tadoba Andhari Tiger Reserve,Champhai,Eastern,1,5,8,95,43,22,70,345,1381,7,551,15
Haryana,Bondla Wildlife Sanctuary,Saiha,Southern,1,4,44,91,39,61,75,279,445,65,708,15
Andaman and Nicobar Islands,Kanger Ghati National Park,Gurugram,Northern,0,4,70,97,19,52,76,120,1795,209,406,5
Madhya Pradesh,Great Himalayan National Park,Alwar,Eastern,0,8,46,82,33,42,76,44,1497,58,279,24
Nagaland,Manas National Park,Mannargudi,Eastern,0,12,7,31,13,22,90,181,1972,194,88,11
Maharashtra,Balphakram National Park,Mandla,Central,0,12,62,99,31,95,89,186,414,46,208,24
Punjab,Dudhwa National Park,West Garo Hills,Eastern,0,3,1,48,26,37,96,56,92,118,658,19
Mizoram,Vaduvoor Bird Sanctuary,Kapurthala,Southern,1,4,44,82,49,76,88,283,1590,28,567,16
Andaman and Nicobar Islands,Sepahijala Wildlife Sanctuary,West Godavari,Western,0,10,67,58,33,80,80,330,1692,191,124,16
Haryana,Mouling National Park,Kiphire,Eastern,0,7,4,98,25,40,92,28,1244,102,671,12
Andaman and Nicobar Islands,Bondla Wildlife Sanctuary,East Sikkim,Central,1,3,67,82,39,61,71,59,364,136,187,23
Tripura,Manjira Wildlife Sanctuary,Bhagalpur,Northern,0,11,30,58,15,56,75,224,183,170,509,22
Chhattisgarh,Rangapahar Wildlife Sanctuary,Ernakulam,Central,1,3,38,96,44,89,70,336,1289,163,662,15
Nagaland,Mount Abu Wildlife Sanctuary,West Garo Hills,Central,0,12,32,64,37,83,97,286,732,11,606,17
Kerala,Bandipur National Park,Banaskantha,Western,1,8,65,99,41,14,97,343,1779,160,766,18
Nagaland,Thol Lake Wildlife Sanctuary,Jalpaiguri,Western,1,9,54,93,48,83,65,136,1369,70,609,19
West Bengal,Harike Wetland Wildlife Sanctuary,Thiruvananthapuram,Eastern,0,5,31,53,35,93,93,108,972,53,329,5
Meghalaya,Ghatigaon Wildlife Sanctuary,Rajgir,Central,1,4,21,89,39,85,70,317,854,63,600,20
Goa,Lawalong Wildlife Sanctuary,Thane,Southern,1,8,61,85,43,39,74,275,208,9,198,18
Jharkhand,Baghmara Pitcher Plant Sanctuary,North Sikkim,Central,1,12,6,83,46,72,94,264,625,47,11,13
Gujarat,Kurinjimala Sanctuary,Sipahijala,Eastern,1,6,57,99,39,73,81,25,1154,82,899,18
Rajasthan,Simlipal National Park,Kendrapara,Central,0,1,23,91,15,53,84,178,1030,70,724,12
Tripura,Rangapahar Wildlife Sanctuary,Meerut,Eastern,1,3,4,93,49,92,66,446,921,96,257,9
Goa,Orang National Park,Hoshangabad,Northern,1,12,59,82,50,18,86,277,730,99,22,21
Mizoram,Bhagwan Mahavir Wildlife Sanctuary,Srinagar,Southern,0,6,3,69,22,53,86,395,907,16,183,17
Jharkhand,Guindy Snake Park,Begusarai,Eastern,0,2,44,65,15,73,79,188,737,197,407,10
Telangana,Dachigam National Park,Dehradun,Northern,1,10,17,83,46,95,84,460,1317,134,923,23
Tripura,Sundarbans National Park,West Godavari,Eastern,1,5,15,86,47,60,80,344,744,198,428,23
Gujarat,Khijadia Bird Sanctuary,Udhagamandalam (Ooty),Eastern,1,9,61,90,48,51,86,121,1914,29,192,17
Tripura,Bannerghatta Biological Park,Mancherial,Eastern,0,8,45,23,37,13,81,244,650,32,864,9
Bihar,Dibang Wildlife Sanctuary,Bijapur,Central,0,2,10,87,15,19,97,221,726,136,834,13
Rajasthan,Thattekad Bird Sanctuary,Bijapur,Eastern,1,7,26,86,41,37,96,260,567,22,832,18
Gujarat,Bandhavgarh National Park,Lahaul and Spiti,Central,0,12,24,100,15,31,83,315,1425,170,608,7
West Bengal,Kurinjimala Sanctuary,Mainpuri,Northern,0,3,26,63,18,94,86,246,1651,87,375,20
Mizoram,Borail Wildlife Sanctuary,Gurugram,Western,1,7,24,98,43,52,78,265,628,53,156,24
Haryana,Sita Mata Wildlife Sanctuary,East Kameng,Northern,0,1,36,49,35,33,71,113,853,163,924,14
Haryana,Saman Sanctuary,Kendrapara,Central,1,4,18,90,48,44,77,210,335,64,204,24
Punjab,Sariska National Park,Sirohi,Eastern,1,11,22,89,47,67,78,347,890,204,418,4
Uttar Pradesh,Jaisamand Wildlife Sanctuary,Idukki,Northern,0,7,56,48,30,72,67,62,1617,107,919,10
Bihar,Harike Wetland Wildlife Sanctuary,Idukki,Central,1,11,4,86,39,26,69,194,1136,183,474,9
Nagaland,Kanger Ghati National Park,Chamoli,Northern,1,12,45,92,41,33,85,53,1665,50,649,10
Andaman and Nicobar Islands,Sirohi National Park,Kaimur,Eastern,1,10,48,95,39,33,65,331,356,10,46,6
Telangana,Satpura National Park,Meerut,Southern,0,4,20,28,20,49,69,225,8,60,738,22
Telangana,Puliebadze Wildlife Sanctuary,Mainpuri,Central,1,9,56,94,46,63,77,162,1995,101,357,4
Punjab,Papikonda National Park,Nalgonda,Eastern,1,1,50,83,50,44,77,402,1093,201,945,18
Himachal Pradesh,Indira Gandhi Wildlife Sanctuary,Siang,Central,1,7,3,94,46,45,90,448,322,2,687,5
Tripura,Samaspur Bird Sanctuary,Lahaul and Spiti,Eastern,0,8,59,56,25,64,69,131,1388,32,68,8
Assam,Great Himalayan National Park,Bathinda,Eastern,0,6,8,54,15,32,71,416,1361,194,478,24
Meghalaya,Shirui National Park,South 24 Parganas,Western,0,3,66,73,18,24,98,393,1998,93,674,23
Andaman and Nicobar Islands,Sanjay Gandhi National Park,Nilgiris,Southern,1,2,18,91,39,38,95,417,726,31,506,14
Karnataka,Gaga Wildlife Sanctuary,Sonitpur,Western,0,5,42,59,25,15,70,148,863,94,783,18
Rajasthan,Galathea National Park,Great Nicobar,Northern,1,1,40,99,47,11,94,417,83,1,753,16
Uttarakhand,Purna Wildlife Sanctuary,Lower Dibang Valley,Eastern,1,1,32,90,40,40,67,183,973,142,167,13
Gujarat,Indira Gandhi Wildlife Sanctuary,Siang,Southern,1,1,3,100,44,20,73,90,1286,3,372,16
Arunachal Pradesh,Gorumara National Park,Pithoragarh,Central,1,9,55,85,45,40,78,298,417,38,667,10
Uttarakhand,Khawnglung Wildlife Sanctuary,Yamunanagar,Northern,1,3,35,92,40,68,97,132,253,67,247,24
Uttar Pradesh,Kumbhalgarh Wildlife Sanctuary,Idukki,Northern,1,4,49,96,41,14,67,303,655,34,227,4
Goa,Nagarhole National Park,Bhagalpur,Northern,1,9,7,97,50,13,80,209,235,31,271,19
Odisha,Katarniaghat Wildlife Sanctuary,Bijapur,Northern,0,12,13,24,22,27,73,26,1957,130,500,16
Andaman and Nicobar Islands,Rani Jhansi Marine National Park,Pauri,Central,1,1,53,87,45,67,74,223,1213,145,235,11
Maharashtra,Manas National Park,Golaghat,Eastern,0,10,53,96,27,27,92,33,916,68,733,23
Manipur,Rangapahar Wildlife Sanctuary,Dang,Eastern,1,12,6,97,42,62,85,134,185,105,302,8
Andhra Pradesh,Chimmony Wildlife Sanctuary,Alwar,Central,1,9,19,82,39,23,71,368,692,131,769,9
Haryana,Buxa Tiger Reserve,Anantnag,Southern,0,9,17,79,13,37,67,291,1151,130,401,16
Rajasthan,Phawngpui Blue Mountain National Park,Pauri,Central,1,7,16,92,49,54,84,302,1338,98,349,22
Manipur,Chandraprabha Wildlife Sanctuary,Ri-Bhoi,Northern,0,4,29,54,11,88,86,310,71,104,182,11
West Bengal,Kanger Ghati National Park,Kurnool,Western,1,4,40,94,44,92,73,258,1566,122,523,11
Kerala,Ramnagar Wildlife Sanctuary,Adilabad,Western,0,10,39,75,22,81,82,143,1216,52,426,16
Odisha,Rampara Wildlife Sanctuary,Lawngtlai,Southern,0,7,65,93,12,57,85,175,1877,27,154,12
Nagaland,Mahatma Gandhi Marine National Park,Rajgir,Eastern,1,5,61,89,42,53,70,462,1017,150,180,11
Chhattisgarh,Daranghati Wildlife Sanctuary,East Siang,Northern,0,3,67,78,34,22,72,141,358,190,488,17
Madhya Pradesh,Hadagarh Wildlife Sanctuary,Darjeeling,Eastern,0,4,63,64,28,43,95,479,1498,20,944,24
Manipur,"Marine National Park, Gulf of Kutch",Kendrapara,Northern,1,12,48,94,39,72,69,456,222,59,510,14
Assam,Ghatigaon Wildlife Sanctuary,Jalpaiguri,Central,0,4,10,59,36,85,85,267,823,101,505,14
Nagaland,Velavadar National Park,Tuticorin,Western,0,3,10,93,25,45,69,89,1766,206,279,21
Uttar Pradesh,Coringa Wildlife Sanctuary,Sawai Madhopur,Eastern,1,9,55,90,48,63,94,262,92,104,438,8
Karnataka,Kumbhalgarh Wildlife Sanctuary,Gurgaon,Southern,0,12,18,20,30,17,92,42,893,216,680,16
Bihar,Ghatigaon Wildlife Sanctuary,Solan,Central,0,3,6,56,18,44,74,342,1732,123,945,16
Kerala,Cotigao Wildlife Sanctuary,Kohima,Western,1,12,48,99,45,81,66,56,947,77,274,18
Jharkhand,Vettangudi Bird Sanctuary,Senapati,Northern,1,7,48,86,46,11,76,229,1602,75,942,21
Assam,Coringa Wildlife Sanctuary,Ernakulam,Central,0,3,32,68,13,40,69,146,1360,10,822,5
Gujarat,Khangchendzonga National Park,Amravati,Southern,0,2,69,72,26,89,92,437,419,19,222,5
Sikkim,Sariska National Park,Rajsamand,Southern,1,7,44,82,46,70,99,457,1807,211,74,21
Andhra Pradesh,Pench National Park,Balasore,Central,0,8,19,95,13,55,76,351,1113,165,643,20
Arunachal Pradesh,Balphakram National Park,North Andaman,Western,0,3,66,74,12,30,90,459,495,80,799,17
Telangana,Keibul Lamjao National Park,West Garo Hills,Eastern,1,6,27,87,50,23,71,369,89,161,268,22
Arunachal Pradesh,Nakti Dam Wildlife Sanctuary,Kodagu,Central,1,9,20,84,43,22,97,433,1224,142,685,17
Arunachal Pradesh,Harike Wildlife Sanctuary,Senapati,Southern,1,11,29,82,50,39,77,156,486,110,139,24
Odisha,Shirui National Park,Great Nicobar,Western,1,4,63,90,41,26,76,35,48,42,125,10
Jharkhand,Sariska National Park,Sawai Madhopur,Central,1,10,32,83,48,13,74,78,1146,98,128,24
Arunachal Pradesh,Bhadra Wildlife Sanctuary,South Goa,Western,1,4,38,90,43,42,96,49,134,140,237,8
Mizoram,Sepahijala Wildlife Sanctuary,Solan,Eastern,0,12,31,87,33,66,88,218,1876,47,522,12
Gujarat,Sharavathi Valley Wildlife Sanctuary,Idukki,Eastern,0,12,56,63,31,80,95,479,1263,167,897,7
West Bengal,Kurinjimala Sanctuary,Bijapur,Southern,0,6,61,70,24,19,94,409,269,72,172,22
West Bengal,Khijadia Bird Sanctuary,Raisen,Central,1,10,3,91,39,85,82,352,471,104,287,5
Maharashtra,Askot Wildlife Sanctuary,Tarn Taran,Western,0,12,66,75,25,71,90,201,327,151,569,17
Madhya Pradesh,Jamwa Ramgarh Wildlife Sanctuary,Bathinda,Western,1,6,10,95,47,48,77,218,172,148,168,13
Himachal Pradesh,Indira Gandhi Wildlife Sanctuary,Idukki,Central,0,1,21,84,19,10,73,275,161,190,586,18
Himachal Pradesh,Vallanadu Blackbuck Sanctuary,Thane,Northern,1,12,40,89,48,54,79,128,11,150,370,11
Goa,Manjira Wildlife Sanctuary,Latehar,Southern,0,3,52,67,28,26,83,218,44,88,522,11
Madhya Pradesh,Desert National Park,Chennai,Northern,0,8,19,37,21,91,79,166,977,69,14,9
West Bengal,Nakti Dam Wildlife Sanctuary,Meerut,Central,0,3,52,65,38,56,94,181,439,191,17,21
Himachal Pradesh,Guindy National Park,Alipurduar,Eastern,1,5,30,93,42,31,86,426,1914,177,566,17
Kerala,Namdapha National Park,Kalimpong,Western,1,12,21,82,44,37,91,213,692,118,426,19
Assam,Khangkhui Mangsor Wildlife Sanctuary,Gurgaon,Southern,1,10,33,85,45,87,94,25,1058,156,766,22
Meghalaya,Pulie Badze Wildlife Sanctuary,Bhavnagar,Southern,1,7,36,89,43,60,92,69,1665,186,439,10
Odisha,Guindy National Park,Almora,Central,1,12,58,97,48,15,81,259,1717,23,295,21
Jharkhand,Sultanpur National Park,Alipurduar,Eastern,1,4,54,92,47,60,80,211,924,212,837,13
Jammu and Kashmir,Valmiki National Park,Mysuru,Southern,1,4,44,97,40,24,94,67,124,97,323,23
Assam,Maenam Wildlife Sanctuary,Hazaribagh,Western,0,8,21,83,28,59,67,441,791,88,438,19
Maharashtra,Phawngpui Blue Mountain National Park,Gwalior,Southern,1,10,42,90,39,16,99,129,839,77,87,8
Haryana,Periyar National Park,Kolkata,Eastern,0,9,28,26,14,21,99,29,225,80,872,10
Kerala,Eaglenest Wildlife Sanctuary,Yamunanagar,Eastern,1,7,16,90,47,61,89,142,1412,10,124,10
Goa,Eravikulam National Park,Sirohi,Northern,0,2,40,47,26,40,76,216,46,92,356,9
Andaman and Nicobar Islands,Bor Wildlife Sanctuary,Belonia,Northern,1,9,69,90,50,73,77,227,1500,94,541,13
Bihar,Bhitarkanika National Park,Sangareddy,Northern,1,3,6,87,43,63,80,325,661,69,774,12
Kerala,Nagarjunsagar-Srisailam Tiger Reserve,Bhagalpur,Southern,1,7,62,83,41,94,70,434,1280,83,52,4
Tamil Nadu,Maenam Wildlife Sanctuary,Mandla,Northern,1,1,38,87,43,26,70,290,1997,13,896,23
Bihar,Kanger Ghati National Park,Banaskantha,Central,1,10,70,100,46,81,73,233,1679,183,811,4
Meghalaya,Unnamed Wildlife Sanctuary (Andaman and Nicobar Islands),Rajsamand,Western,0,2,5,69,29,13,67,408,1629,77,861,18
Gujarat,Vikramshila Gangetic Dolphin Sanctuary,Belonia,Central,1,6,26,96,39,65,72,282,375,147,847,6
Tamil Nadu,Ramnagar Wildlife Sanctuary,Bastar,Southern,0,5,48,57,10,61,69,277,456,157,696,11
West Bengal,Ranthambore National Park,Dibang Valley,Eastern,0,10,51,75,38,69,83,458,281,121,505,22
Tamil Nadu,Nongkhyllem Wildlife Sanctuary,Cachar,Northern,1,11,13,96,45,17,94,439,554,164,183,7
Tamil Nadu,Mouling National Park,Chamarajanagar,Western,1,4,54,84,41,93,97,420,866,198,313,8
Punjab,Eravikulam National Park,Pratapgarh,Eastern,1,3,35,98,39,74,75,25,177,109,141,8
Madhya Pradesh,Rajaji National Park,Sivaganga,Northern,0,12,36,92,35,88,73,27,512,188,105,24
Haryana,Melghat Tiger Reserve,Srinagar,Eastern,1,10,12,98,44,14,78,358,1694,148,709,6
Rajasthan,Nongkhyllem Wildlife Sanctuary,Chamoli,Eastern,1,1,3,86,50,63,76,212,1718,180,27,20
Rajasthan,Sariska National Park,Mumbai,Western,0,9,52,41,23,30,98,126,400,215,870,18
Manipur,Fambong Lho Wildlife Sanctuary,Chennai,Southern,1,2,58,83,48,20,72,364,356,31,751,12
Nagaland,Ramnagar Wildlife Sanctuary,Panchkula,Central,0,4,21,93,25,15,97,27,582,80,710,15
Chhattisgarh,Yangoupokpi-Lokchao Wildlife Sanctuary,Mysuru,Western,1,12,66,100,44,19,73,470,417,31,238,9
Madhya Pradesh,Bondla Wildlife Sanctuary,Nicobar Islands,Eastern,0,3,43,57,35,36,84,95,1561,89,844,11
Andhra Pradesh,Harike Wetland,Golaghat,Eastern,0,10,40,24,16,18,65,479,1380,41,642,5
Andhra Pradesh,Ntangki National Park,Rajkot,Southern,0,7,32,74,12,42,83,148,1373,205,861,10
Uttar Pradesh,Hemis National Park,Gurgaon,Eastern,0,6,25,32,11,33,91,353,884,102,364,13
Maharashtra,Sitanadi Wildlife Sanctuary,Bengaluru,Northern,1,9,12,84,42,25,75,161,1782,153,604,10
Jammu and Kashmir,Kolleru Lake Wildlife Sanctuary,Mandsaur,Western,1,5,48,97,48,87,75,120,1188,101,805,9
Tamil Nadu,Jim Corbett National Park,Sipahijala,Southern,0,1,34,77,24,88,89,339,1160,108,712,18
Tamil Nadu,Lawalong Wildlife Sanctuary,Sawai Madhopur,Central,1,10,41,83,46,85,94,177,709,100,900,20
Maharashtra,Kalesar National Park,Sepahijala,Eastern,1,9,8,98,40,76,87,84,253,166,855,19
Haryana,Bandipur National Park,Balasore,Western,1,1,10,90,41,43,68,474,1090,100,927,20
Meghalaya,Kanha National Park,Alwar,Northern,1,10,1,83,48,60,91,136,1327,94,127,6
Gujarat,Campbell Bay National Park,Idukki,Western,0,10,30,28,34,83,85,245,294,177,850,9
Assam,Hemis National Park,Tuticorin,Central,0,10,42,71,32,92,97,43,1435,111,884,13
Kerala,Gir Forest National Park,Chikkamagaluru,Eastern,0,9,11,45,30,73,88,423,1397,213,787,6
Himachal Pradesh,Nagarjunsagar-Srisailam Tiger Reserve,Sonitpur,Central,1,5,28,93,44,83,77,430,1106,149,787,20
Meghalaya,Kaimur Wildlife Sanctuary,Gwalior,Central,0,2,71,82,26,89,65,357,597,131,743,4
Haryana,Bir Shikargah Wildlife Sanctuary,Uttara Kannada,Southern,0,10,58,73,17,62,87,154,1101,89,139,7
Punjab,Purna Wildlife Sanctuary,Bahraich,Southern,1,12,56,91,44,93,96,219,601,199,676,7
Chhattisgarh,Manjira Wildlife Sanctuary,Mysuru,Northern,0,4,66,38,20,42,87,447,1001,98,917,6
Chhattisgarh,Tadoba Andhari Tiger Reserve,Kurnool,Western,0,7,42,22,21,30,93,350,49,137,161,24
Assam,Khangkhui Mangsor Wildlife Sanctuary,South Tripura,Eastern,0,11,18,98,22,64,88,184,745,217,807,10
Bihar,Hazaribagh National Park,Upper Siang,Western,1,8,44,96,48,76,76,302,706,155,403,23
West Bengal,Eaglenest Wildlife Sanctuary,West Garo Hills,Northern,0,8,40,40,23,32,86,51,1462,183,795,4
Uttarakhand,Jaisamand Wildlife Sanctuary,East Godavari,Eastern,1,5,16,92,40,67,98,195,1620,34,580,8
Tripura,Bhitarkanika National Park,Navsari,Western,0,10,4,22,38,25,86,381,790,144,41,24
Assam,Kanha National Park,Mandsaur,Southern,0,10,20,22,27,32,77,188,986,144,765,14
Sikkim,Galathea National Park,Kullu,Eastern,1,10,64,97,42,87,92,258,1677,180,182,10
Andhra Pradesh,Unnamed Wildlife Sanctuary (Andaman and Nicobar Islands),Darjeeling,Southern,0,8,20,75,14,17,76,136,494,136,336,6
Meghalaya,Kanjli Wetland,Dang,Southern,0,5,24,45,33,73,68,238,125,127,924,10
Mizoram,Silent Valley National Park,Mandla,Eastern,0,8,39,55,29,36,66,239,413,104,632,19
Telangana,Phawngpui National Park,Begusarai,Eastern,1,6,34,91,49,73,77,292,408,84,845,8
Himachal Pradesh,Pushpagiri Wildlife Sanctuary,Raipur,Eastern,1,1,38,85,44,32,85,403,143,131,597,24
Karnataka,Pakke Wildlife Sanctuary,Idukki,Southern,1,7,5,88,39,19,67,199,1372,121,594,7
Andhra Pradesh,Mount Abu Wildlife Sanctuary,Begusarai,Northern,0,2,31,48,20,82,65,338,1690,187,850,12
Nagaland,Gorumara National Park,South Sikkim,Eastern,0,8,8,62,27,58,66,387,710,172,664,16
West Bengal,Nagarhole National Park,Kalimpong,Northern,1,9,57,98,48,58,81,278,1543,143,865,15
Punjab,Kyongnosla Alpine Sanctuary,Dimapur,Northern,1,8,14,86,43,36,99,229,1956,17,179,11
Tamil Nadu,Bhimashankar Wildlife Sanctuary,Siang,Southern,0,4,69,95,29,57,78,168,1838,66,50,7
Tripura,Bandipur National Park,Udhagamandalam (Ooty),Western,1,8,45,90,39,84,75,84,28,146,106,15
Haryana,Ramnagar Wildlife Sanctuary,Dimapur,Western,1,7,43,89,43,14,79,239,619,130,781,20
Meghalaya,Manjira Wildlife Sanctuary,Umaria,Northern,0,6,43,27,38,26,93,220,1198,150,663,14
Jammu and Kashmir,Jaisamand Wildlife Sanctuary,Jaipur,Northern,0,10,47,32,26,15,86,40,779,180,400,24
Jharkhand,Purna Wildlife Sanctuary,Khammam,Eastern,1,8,17,92,45,25,96,162,503,100,834,14
Sikkim,Satpura National Park,Ukhrul,Central,1,4,56,98,47,70,85,463,1047,12,347,22
Chhattisgarh,Neyyar Wildlife Sanctuary,Darrang,Central,0,3,64,65,18,89,67,205,1224,163,805,20
Telangana,Sanjay Gandhi National Park,Raisen,Southern,1,10,33,91,41,91,68,191,1722,48,111,15
Goa,Jhalana Dungari Wildlife Sanctuary,North Tripura,Central,0,5,36,41,26,93,93,443,40,25,802,10
Goa,Kanjli Wetland,Meerut,Northern,0,7,59,45,37,19,76,295,375,76,517,7
Goa,Great Himalayan National Park,Udhampur,Eastern,0,4,16,84,23,84,73,165,1283,95,646,7
Uttarakhand,Kamlang Wildlife Sanctuary,Almora,Western,0,8,66,75,14,13,91,432,743,152,489,17
Kerala,Clouded Leopard National Park,Pratapgarh,Central,1,8,10,86,39,14,96,300,958,92,34,21
Maharashtra,Namdapha National Park,Chandrapur,Eastern,0,7,29,71,28,18,95,31,347,58,273,14
Gujarat,Puliebadze Wildlife Sanctuary,Nainital,Western,0,2,23,43,25,34,95,177,856,183,12,19
Kerala,Kaziranga National Park,Shimla,Western,0,5,32,49,26,15,74,180,1193,104,811,13
Sikkim,Borail Wildlife Sanctuary,Angul,Eastern,1,4,68,98,50,41,98,472,1686,43,517,22
Arunachal Pradesh,Jamwa Ramgarh Wildlife Sanctuary,Chennai,Western,1,5,65,100,45,78,79,360,1201,87,421,21
Andaman and Nicobar Islands,Clouded Leopard National Park,Keonjhar,Central,1,4,57,84,42,65,98,195,840,136,734,19
Jharkhand,Galathea National Park,East Siang,Central,1,1,68,87,50,82,65,292,1448,64,337,4
Nagaland,Govind Wildlife Sanctuary,Cachar,Eastern,0,10,70,88,22,14,92,222,1698,39,696,7
Andaman and Nicobar Islands,Lawalong Wildlife Sanctuary,Bahraich,Eastern,1,6,53,98,48,77,69,154,234,187,127,22
Kerala,Pakke Wildlife Sanctuary,Sanguem,Northern,1,12,49,87,44,24,94,475,1431,112,719,16
Goa,Khalasuni Wildlife Sanctuary,Mannargudi,Western,1,12,53,92,44,62,78,263,645,169,560,13
Andhra Pradesh,Dr. Daying Ering Memorial Wildlife Sanctuary,Ernakulam,Central,1,10,51,88,48,67,72,125,235,125,284,17
Tripura,Chimmony Wildlife Sanctuary,South Garo Hills,Western,1,2,29,98,44,78,99,179,1294,171,918,12
Uttarakhand,Sariska National Park,Bathinda,Central,1,11,58,95,46,19,99,314,1743,181,898,15
Mizoram,Bhitarkanika National Park,Bengaluru,Central,0,12,38,49,31,33,78,324,925,31,467,20
Chhattisgarh,Kanjli Wetland,Wardha,Northern,1,12,70,89,50,33,90,372,1815,142,615,7
Gujarat,Bhimashankar Wildlife Sanctuary,"Idukki, Pathanamthitta, and Thekkady",Eastern,0,3,48,60,30,76,77,398,468,136,301,10
Kerala,Gorumara National Park,Ri-Bhoi,Eastern,1,7,62,98,45,59,77,92,434,7,913,7
Meghalaya,Pench National Park,Mamit,Southern,0,2,12,62,36,32,75,188,690,119,188,17
Gujarat,Mehao Wildlife Sanctuary,South 24 Parganas,Northern,0,7,37,40,12,30,91,365,1934,189,669,9
Maharashtra,Keibul Lamjao National Park,Yamunanagar,Southern,1,3,21,84,47,28,77,128,1289,89,764,10
Uttarakhand,Chail Wildlife Sanctuary,Sirohi,Eastern,1,10,31,92,45,36,82,444,733,173,514,17
Rajasthan,Jamwa Ramgarh Wildlife Sanctuary,North Tripura,Northern,1,5,16,89,44,51,66,345,1628,207,739,10
Nagaland,Unnamed Wildlife Sanctuary (Andaman and Nicobar Islands),Gwalior,Western,1,9,33,83,43,40,65,198,287,204,674,14
West Bengal,Jamwa Ramgarh Wildlife Sanctuary,Kiphire,Eastern,0,2,11,64,12,29,67,154,160,183,652,21
West Bengal,Lothian Island Wildlife Sanctuary,Mandsaur,Eastern,1,7,11,93,43,90,80,83,638,108,778,23
Jammu and Kashmir,Rowa Wildlife Sanctuary,Begusarai,Northern,0,9,56,34,36,76,94,229,45,159,514,11
Uttar Pradesh,Campbell Bay National Park,Pithoragarh,Southern,1,9,53,85,48,51,89,136,1395,183,919,9
Bihar,Dachigam National Park,Kendrapara,Southern,1,4,17,98,50,65,96,123,1267,156,644,19
Andaman and Nicobar Islands,Kaziranga National Park,Nalgonda,Eastern,0,1,15,63,21,10,99,52,928,123,208,13
Madhya Pradesh,Kanwar Lake Bird Sanctuary,Kendrapara,Western,0,11,48,27,34,41,87,172,1467,9,241,21
Uttarakhand,Mahatma Gandhi Marine National Park,Mysuru,Southern,1,6,5,99,39,34,92,66,1494,202,836,7
Kerala,Rajaji National Park,Pauri,Central,1,2,37,88,45,72,72,341,1319,112,19,22
Bihar,Galathea National Park,Tarn Taran,Central,1,6,42,81,45,33,66,93,1931,101,552,21
Rajasthan,Keibul Lamjao National Park,Cachar,Eastern,1,3,5,82,41,62,90,315,801,84,598,17
Arunachal Pradesh,Panna National Park,Dimapur,Northern,0,1,33,81,23,21,70,336,14,16,359,23
Chhattisgarh,Harike Wetland,Jamnagar,Southern,1,8,35,92,45,26,77,236,1732,37,808,7
Punjab,Melghat Tiger Reserve,Udhagamandalam (Ooty),Central,1,6,57,85,39,54,71,439,1235,196,369,9
Telangana,Kamlang Wildlife Sanctuary,Kaimur,Western,0,8,60,33,12,34,77,281,192,39,541,18
West Bengal,Nakti Dam Wildlife Sanctuary,Leh,Central,0,9,3,47,11,74,79,75,598,169,321,13
Rajasthan,Kumbhalgarh Wildlife Sanctuary,Sepahijala,Western,0,11,33,50,12,66,96,252,652,120,613,23
Telangana,Desert National Park,South Tripura,Northern,0,6,31,90,38,56,99,427,1009,207,896,13
